NIS code van de gemeente;Code van de sector;Naam van de sector;Aantal aangiften;Totaal netto belastbaar inkomen;Gemiddeld inkomen per aangifte;Mediaan inkomen per aangifte;Interkwartiel verschil;Interkwartiele coëfficiënt;Interkwartiele assymmetrie
11004;11004A02-;FRUITHOF;368;16 035 020;43 573;26 564;33 700;127;41
11004;11004A03-;LANGE KROON;618;23 377 668;37 828;29 717;29 421;99;20
11004;11004A081;MUSSENHOEVE;426;17 514 446;41 114;30 342;33 488;110;30
11004;11004A09-;HOF VAN BOECHOUT;92;3 384 801;36 791;32 424;33 520;103;11
11004;11004A10-;'T VOSKE;724;27 649 877;38 190;29 835;29 207;98;28
11004;11004A18-;HELLE;72;3 352 775;46 566;35 438;60 100;170;34
11004;11004A19-;SMIDJE-VERSPREIDE BEWONING;357;15 863 880;44 437;34 937;36 670;105;24
11004;11004A21-;MOLENVELD;489;20 328 823;41 572;28 249;31 949;113;30
11004;11004A220;GILLEGOMBUURT;1 106;40 790 366;36 881;28 411;26 789;94;26
11004;11004A23-;SCHALIEHOEVEBUURT;403;22 597 979;56 074;35 612;51 171;144;34
11004;11004A242;VOGELWEIDE;321;14 674 701;45 716;37 933;37 585;99;14
11004;11004A29-;BOSHOEK;109;4 295 290;39 406;26 767;35 652;133;32
11004;11004B000;VREMDE-DORP;594;27 537 613;46 360;31 117;41 517;133;47
11004;11004B010;BROECHEMSE STEENWEG;282;16 043 198;56 891;39 560;65 450;165;32
11004;11004B022;NIEUWE WIJK;147;7 753 799;52 747;35 494;46 561;131;51
11004;11004B081;TOEFFELHOEK;201;10 494 797;52 213;37 321;43 622;117;29
11004;11004B090;BLOEMENHOF - VREMDERMOLEN;109;.;.;26 154;38 259;146;37
11004;11004B19-;ACHTERSTE HOEVEN;56;.;.;36 037;34 396;95;20
11004;11004ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;10;.;.;.;.;.;.
11005;11005A00-;BOOM-CENTRUM;1 062;31 510 456;29 671;23 886;18 687;78;27
11005;11005A01-;ADVOKAATSTRAAT;1 469;40 069 090;27 276;23 373;18 684;80;24
11005;11005A02-;DE HOEK;659;27 950 678;42 414;33 141;29 549;89;12
11005;11005A03-;BOOM STATION-F. DE SCHUTTERL.;724;21 297 207;29 416;24 335;18 891;78;21
11005;11005A04-;NOEVEREN;723;23 114 193;31 970;27 392;22 767;83;19
11005;11005A051;SCHOMME;199;9 314 891;46 808;34 062;38 674;114;24
11005;11005A072;INDUSTRIE;38;.;.;21 849;18 408;84;-12
11005;11005A093;HOLLEZIJP;93;3 134 830;33 708;25 218;17 754;70;49
11005;11005A10-;BOSSTRAAT;604;20 714 187;34 295;27 954;27 521;98;34
11005;11005A184;RECREATIE;44;.;.;40 651;50 950;125;11
11005;11005A191;KLEINE STEYLEN;64;2 843 595;44 431;36 606;30 938;85;10
11005;11005A20-;BAREEL-PARK;561;16 781 270;29 913;25 746;24 797;96;23
11005;11005A211;WATERTOREN;1 137;43 018 591;37 835;31 741;30 817;97;18
11005;11005A22-;GEBO;396;17 456 084;44 081;33 304;34 450;103;37
11005;11005A232;KORTE STRAAT;445;13 520 289;30 383;25 683;20 133;78;18
11005;11005A242;QUESELS;226;10 923 681;48 335;39 606;37 723;95;15
11005;11005A25-;VOSKEN;214;10 024 890;46 845;38 328;48 640;127;18
11005;11005A30-;PERTSGAD;1 728;49 153 618;28 445;22 872;18 742;82;29
11005;11005ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;13;.;.;.;.;.;.
11007;11007A00-;BORSBEEK-CENTRUM;697;22 926 724;32 893;25 561;23 056;90;32
11007;11007A01-;VOGELZANG;758;27 496 269;36 275;29 388;26 363;90;24
11007;11007A020;ACHTERROT;412;18 821 830;45 684;33 090;44 301;134;35
11007;11007A03-;VAN PUTLEI;1 757;61 167 827;34 814;27 598;24 521;89;24
11007;11007A04-;OUDE SPRINKHAAN;2 380;76 653 154;32 207;26 867;22 849;85;14
11007;11007A080;SCHOENDONK;100;.;.;33 223;34 546;104;14
11007;11007A09-;FORT 3;69;.;.;28 455;34 111;120;45
11007;11007ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;3;.;.;.;.;.;.
11008;11008A00-;VAGEVUURVELDEN;1 351;46 001 430;34 050;25 713;25 058;97;30
11008;11008A01-;BRASSCHAAT-CENTRUM;1 496;51 676 238;34 543;25 004;22 642;91;26
11008;11008A020;ZAND - HEISLAG;2 743;103 696 132;37 804;27 795;26 145;94;28
11008;11008A03-;FORTUINBEEK;943;44 646 111;47 345;34 967;38 481;110;28
11008;11008A04-;KLINIEK;1 678;63 572 261;37 886;27 901;27 380;98;31
11008;11008A091;PARK;16;.;.;.;.;.;.
11008;11008A0AA;NEERVELDEN;247;13 508 846;54 692;38 654;47 502;123;35
11008;11008A0BJ;HEUVELS - RIETBEEMDEN;844;32 371 619;38 355;27 941;28 701;103;25
11008;11008A0PA;TORENHOF - HOF TEN BOS;95;4 128 124;43 454;32 923;49 224;150;33
11008;11008A10-;MIDDELKAART;916;33 707 343;36 798;28 482;26 595;93;25
11008;11008A11-;LAGE KAART;1 124;44 569 873;39 653;30 342;32 576;107;34
11008;11008A12-;HOGE KAART;635;26 945 176;42 433;32 538;40 389;124;38
11008;11008A19-;EIKELENBERG;132;6 872 481;52 064;28 948;38 416;133;34
11008;11008A20-;DRIEHOEK;1 397;57 732 050;41 326;29 785;32 316;108;34
11008;11008A21-;BETHANIE;1 178;59 352 203;50 384;33 531;40 635;121;36
11008;11008A22-;MISHAGEN;77;4 169 001;54 143;28 344;57 824;204;26
11008;11008A283;HET LEEG - MIKSE HEIDE;131;4 730 452;36 110;25 162;29 289;116;39
11008;11008A29-;NIEMANDS BEEMDEN;4;.;.;.;.;.;.
11008;11008A30-;MARIA-TER-HEIDE;952;33 514 373;35 204;28 265;24 548;87;24
11008;11008A31-;MOLENHEIDE;633;26 706 801;42 191;31 977;33 472;105;27
11008;11008A32-;BELLENHOF;277;9 531 795;34 411;21 608;24 988;116;54
11008;11008A332;DUREN TIJD;310;16 363 337;52 785;36 054;46 741;130;36
11008;11008A381;DE MIK;235;7 954 966;33 851;20 302;11 676;58;30
11008;11008A3MB;GROOT SCHIETVELD;286;14 510 695;50 737;36 198;45 659;126;29
11008;11008A3PB;KAMP VAN BRASSCHAAT;81;4 178 793;51 590;28 408;29 743;105;41
11008;11008A40-;MARIABURG;1 646;75 617 635;45 940;32 306;39 801;123;38
11008;11008A49-;LEENHEIDE - KATERHEIDE;689;36 947 488;53 625;37 356;46 397;124;26
11008;11008A500;VRIESDONK;649;35 566 184;54 802;38 136;50 787;133;33
11008;11008A510;TER BORCHT - VOSHOL;926;69 244 705;74 778;35 000;61 391;175;45
11008;11008A59-;PEERDSBOS;7;.;.;.;.;.;.
11008;11008ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;10;.;.;.;.;.;.
11009;11009A000;BRECHT-CENTRUM;1 473;47 632 101;32 337;26 101;22 893;88;24
11009;11009A01-;HEIKEN;194;8 334 815;42 963;29 768;30 488;102;37
11009;11009A02-;BEEKHOVEN;21;677 917;32 282;26 098;14 471;55;36
11009;11009A03-;PAPBOS;54;2 034 105;37 669;35 485;34 328;97;-7
11009;11009A042;HENSEL;311;13 189 332;42 409;32 428;33 948;105;40
11009;11009A0AD;STEEGHOVEN;164;4 309 781;26 279;22 069;18 006;82;32
11009;11009A0MC;DE RING;57;2 266 429;39 762;32 391;27 292;84;40
11009;11009A0PD;HOEK - SCHOM;527;18 746 944;35 573;26 256;32 638;124;34
11009;11009A0QC;STAPELHEIDE - NOLLEKENS;137;5 111 856;37 313;26 848;28 068;105;30
11009;11009A20-;HET VEEN;916;42 850 275;46 780;36 546;39 161;107;26
11009;11009A21-;KAMBEENHEIDE;642;28 443 841;44 305;34 621;34 028;98;23
11009;11009A222;HOGE HEIDE;1 160;56 706 276;48 885;35 884;42 149;117;26
11009;11009A281;DE MEREL;5;.;.;.;.;.;.
11009;11009A29-;VRAAGHEIDE;12;.;.;.;.;.;.
11009;11009A30-;OVERBROEK;270;9 404 278;34 831;25 916;28 947;112;33
11009;11009A38-;KREKELBERG;44;2 465 733;56 039;41 162;38 798;94;11
11009;11009A3AB;NIEUWE ROMMERSHEIDE;503;22 030 788;43 799;37 163;38 024;102;21
11009;11009A3PB;HORST - SCHOORDIJK - MEREYT;206;8 055 128;39 103;28 041;30 318;108;25
11009;11009A49-;BRECHTSE HEIDE;164;4 934 428;30 088;23 014;28 244;123;26
11009;11009A5AA;ROMMERSHEIDE - LAKVEN;1 182;48 206 493;40 784;33 669;33 166;99;27
11009;11009A5PA;NOTTEBOHM;61;3 019 534;49 501;44 322;46 221;104;12
11009;11009B00-;SINT-LENAARTS-CENTRUM;1 041;33 934 124;32 598;26 220;22 714;87;26
11009;11009B01-;POTHOEK;385;16 480 433;42 806;34 082;32 431;95;21
11009;11009B02-;HEIKEN;236;7 572 184;32 086;22 980;28 272;123;51
11009;11009B032;KONINGSSTOEL;424;17 763 397;41 895;33 848;35 744;106;38
11009;11009B08-;MOLENHEIKEN;303;11 172 823;36 874;29 468;25 860;88;23
11009;11009B091;HENXBROEK-KLOOSTERAKKER-VONDEL;161;5 449 691;33 849;27 886;29 838;107;29
11009;11009B18-;EESTER - LABOUREUR - VOGELZANG;99;.;.;27 408;30 959;113;32
11009;11009B19-;DE LEEUWERIK;317;9 118 116;28 764;23 316;19 055;82;31
11009;11009B20-;GROOT EN KLEIN VEERLE;400;13 937 851;34 845;30 481;25 341;83;11
11009;11009B29-;DE HOUW - GALGEVOORT;136;5 021 506;36 923;29 531;27 366;93;25
11009;11009B2MA;D'HOEF;19;.;.;.;.;.;.
11009;11009B2PA;VEERLE - VERSPREIDE BEWONING;162;6 892 498;42 546;29 372;30 035;102;32
11009;11009C00-;SINT-JOB-IN-'T GOOR - CENTRUM;594;25 331 064;42 645;31 610;26 805;85;27
11009;11009C01-;LEEUWERIK;1 546;62 435 267;40 385;31 095;32 435;104;28
11009;11009C020;ZAND;1 113;55 853 586;50 183;35 974;41 651;116;29
11009;11009C03-;SINT-JOB-IN-'T GOOR - DORP-N.;1 317;52 008 210;39 490;31 038;28 860;93;27
11009;11009C08-;CHRISTUS-KONING;60;2 400 535;40 009;25 317;32 115;127;42
11009;11009C090;KLOOSTERVELD-VERSPR. BEW.;238;11 014 151;46 278;38 087;45 976;121;19
11009;11009ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;13;.;.;.;.;.;.
11013;11013A00-;EDEGEM-CENTRUM;1 049;41 192 674;39 269;28 966;29 002;100;31
11013;11013A01-;MUSSENBURG;711;32 624 682;45 886;30 596;35 452;116;32
11013;11013A02-;BUIZEGEM;2 520;96 566 377;38 320;30 402;24 628;81;22
11013;11013A03-;POSDIJK;355;18 584 023;52 349;38 448;44 895;117;21
11013;11013A040;BOERENLEGER;1 139;52 474 870;46 071;33 858;32 466;96;26
11013;11013A050;GRIJPEGEM;889;32 141 752;36 155;26 389;26 931;102;31
11013;11013A090;HOF TER LINDEN;13;.;.;.;.;.;.
11013;11013A101;EEKHOF - ST.JOZEF;1 738;81 415 215;46 844;34 055;40 065;118;36
11013;11013A11-;ELSDONK;393;16 342 893;41 585;33 560;37 877;113;31
11013;11013A12-;VERBRANDE HOEVE;187;14 760 098;78 931;46 623;66 438;142;35
11013;11013A132;MOLENVELD;1 108;49 517 531;44 691;34 160;32 811;96;23
11013;11013A142;AAN DE HOEVE;1 181;55 305 608;46 829;33 370;37 614;113;36
11013;11013A181;MOLENVELD-ZUID;24;.;.;40 284;29 485;73;19
11013;11013A19-;DRIE EIKEN;79;2 958 141;37 445;28 846;38 009;132;30
11013;11013A20-;TER BEKE;808;33 714 670;41 726;29 307;32 568;111;34
11013;11013A21-;ROZENHOF;222;8 692 541;39 156;30 926;28 770;93;21
11013;11013ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;10;.;.;.;.;.;.
11016;11016A000;ESSEN-CENTRUM;683;24 191 768;35 420;25 957;24 005;92;30
11016;11016A010;HEUVEL;499;18 638 865;37 352;24 858;23 426;94;36
11016;11016A021;KLOOSTERSTRAAT-OOST;330;10 728 405;32 510;26 192;19 777;76;7
11016;11016A042;HONDSBERG;934;31 746 691;33 990;27 584;24 765;90;19
11016;11016A052;DE VENNEN - DE WERF;415;18 049 322;43 492;34 481;32 333;94;33
11016;11016A091;SPIJKER - ZANDSTRAAT;367;15 862 874;43 223;32 609;33 270;102;23
11016;11016A101;WILDERT-OOST;533;19 486 576;36 560;29 550;30 083;102;31
11016;11016A112;WILDERT-WEST;863;36 548 628;42 351;33 666;39 455;117;32
11016;11016A180;VISSENHEUVEL - ZILVEREN HOEK;135;4 937 609;36 575;27 171;31 207;115;42
11016;11016A191;WILDVEN;86;3 529 436;41 040;27 517;34 995;127;50
11016;11016A1AJ;WILDERT WEEKENDZONE-OOST;352;12 451 548;35 374;31 536;28 310;90;14
11016;11016A200;HORENDONK;847;31 237 572;36 880;28 723;31 198;109;33
11016;11016A262;HORENDONK-WEEKENDZONE;194;6 378 480;32 879;26 870;23 086;86;31
11016;11016A273;INDUSTRIEZONE;30;.;.;28 515;18 291;64;-12
11016;11016A281;STEENPAAL - GROTE HORENDONK;161;6 423 919;39 900;29 724;34 616;116;29
11016;11016A291;SCHANKER - SCHAM;229;9 290 022;40 568;28 032;32 904;117;37
11016;11016A300;ESSEN - HOEK;250;8 709 107;34 836;27 506;26 048;95;25
11016;11016A391;NOORDENEIND - ROUWMOERHOEF - WATERWINNING;83;2 939 456;35 415;25 710;32 529;127;35
11016;11016A3AJ;WILDERT - WEEKENDZONE-WEST;536;18 951 880;35 358;30 509;28 920;95;22
11016;11016A401;STATION;492;14 276 092;29 016;24 489;20 996;86;21
11016;11016A412;VELDWEG;202;7 665 618;37 949;28 391;36 201;128;49
11016;11016A501;HEIKANT;1 755;70 864 505;40 379;31 643;32 648;103;26
11016;11016A592;PAARDENHOEK-WILDERTSE DUINTJES;145;5 449 246;37 581;29 327;27 918;95;35
11016;11016A60-;KALMTHOUTSE HOEK;46;.;.;35 129;36 556;104;42
11016;11016A691;MOLENWIJK - VOORTSE HOEVE;101;3 707 112;36 704;26 259;27 591;105;23
11016;11016ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;5;.;.;.;.;.;.
11018;11018A000;HEMIKSEM-DORP;501;18 009 658;35 947;29 359;27 968;95;31
11018;11018A010;HOOFDBOS;843;34 653 796;41 108;33 245;34 192;103;24
11018;11018A021;HEMIKSEM-CENTRUM;1 283;44 144 126;34 407;28 986;25 427;88;14
11018;11018A030;VARENVELDEN;584;25 631 761;43 890;34 297;36 908;108;27
11018;11018A042;KALLEBEEK;79;4 326 538;54 766;36 315;41 319;114;25
11018;11018A054;BOUWERIJVELDEN;529;19 781 814;37 395;29 525;30 135;102;29
11018;11018A070;HERBEKE - TERLOCHT;3;.;.;.;.;.;.
11018;11018A090;KASTEEL;2;.;.;.;.;.;.
11018;11018A101;HEUVELSTRAAT;753;24 381 177;32 379;26 945;25 692;95;29
11018;11018A111;KERKENEINDE;412;13 857 737;33 635;26 962;25 447;94;30
11018;11018A122;SINT-BERNARD;602;22 336 560;37 104;29 049;29 390;101;31
11018;11018A132;KERKE BOS;235;10 110 057;43 022;24 085;34 482;143;61
11018;11018A143;SCHELSE BOS;247;8 682 916;35 154;29 819;25 851;87;20
11018;11018A170;NIJVERHEIDSZONE-OOST;50;1 793 705;35 874;29 177;21 385;73;20
11018;11018A1MJ;NIJVERHEIDSZONE - SCHELDE-Z.;257;11 279 751;43 890;34 059;28 911;85;18
11018;11018ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;7;.;.;.;.;.;.
11021;11021A00-;HOVE-CENTRUM;1 165;48 245 004;41 412;31 297;35 640;114;33
11021;11021A01-;GEELHAND;250;14 564 267;58 257;35 958;55 159;153;44
11021;11021A02-;KLEINE MIJL;645;30 721 979;47 631;33 180;41 346;125;38
11021;11021A03-;GRENS EDEGEM;296;13 528 436;45 704;36 661;37 496;102;20
11021;11021A04-;RATTENNEST;594;40 752 353;68 607;41 634;61 145;147;36
11021;11021A052;FRUITHOUT-ZUID;135;7 098 424;52 581;35 908;56 270;157;40
11021;11021A062;VELDKANT;1 241;73 512 265;59 236;34 291;45 701;133;41
11021;11021A081;FRUITHOUT;69;.;.;39 341;40 911;104;48
11021;11021A091;VELDKANT-VERSPREIDE BEWONING;3;.;.;.;.;.;.
11021;11021A19-;HOOFSE HOEK;87;4 922 082;56 576;35 472;56 301;159;14
11021;11021ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;1;.;.;.;.;.;.
11022;11022A001;KALMTHOUT-CENTRUM-OOST;904;29 819 095;32 986;26 208;22 163;85;21
11022;11022A012;KALMTHOUT-CENTRUM-WEST;470;23 392 673;49 772;41 853;44 652;107;20
11022;11022A02-;KIJKUIT-WEST;551;25 164 587;45 671;34 576;40 582;117;29
11022;11022A032;BEZEMHEIDE;907;36 861 742;40 641;31 664;35 950;114;28
11022;11022A080;KALMTHOUT-VERSPR. BEW.-OOST;92;3 233 929;35 151;27 073;17 678;65;31
11022;11022A091;VOGELENZANG;15;.;.;.;.;.;.
11022;11022A10-;KALMTHOUT-DORP;1 183;44 174 828;37 341;29 397;27 613;94;27
11022;11022A11-;HEUVEL;347;14 060 909;40 521;31 490;32 635;104;34
11022;11022A120;ACHT ZALIGHEDEN;330;13 870 633;42 032;32 407;32 525;100;28
11022;11022A132;MERBORETUM-NOORD;145;8 786 646;60 598;46 260;57 283;124;22
11022;11022A181;NATUURRESERVAAT;30;1 927 639;64 255;54 482;50 274;92;-24
11022;11022A19-;DE GREEF;151;7 027 823;46 542;34 822;39 898;115;24
11022;11022A201;OUD-HEIDE;665;21 513 755;32 352;25 819;22 634;88;20
11022;11022A21-;DENNENDAAL;1 084;54 782 783;50 538;35 308;44 658;126;34
11022;11022A22-;GEUZENBAK;434;25 368 031;58 452;42 450;55 523;131;26
11022;11022A232;NIEUWE WIJK - HEIDE;368;17 214 272;46 778;34 270;44 655;130;34
11022;11022A28-;WITTE  HOEVESEHEIDE;26;1 070 760;41 183;32 925;25 850;79;7
11022;11022A2AA;HOLLE KELDER;219;9 528 002;43 507;34 247;36 499;107;28
11022;11022A2MA;INDUSTRIE;36;1 551 040;43 084;31 195;27 233;87;17
11022;11022A30-;ACHTERBROEK-CENTRUM;474;17 438 991;36 791;29 029;28 056;97;35
11022;11022A31-;ACHTERBROEK - WUUSTWEZEL;198;6 696 599;33 821;30 053;27 195;90;8
11022;11022A322;HEIKEN-NOORD;305;12 758 890;41 832;33 953;33 069;97;23
11022;11022A382;DUFFELAAR;44;1 656 195;37 641;32 857;27 949;85;7
11022;11022A39-;HANDELAAR;140;5 321 519;38 011;27 969;37 794;135;34
11022;11022A401;NIEUWMOER-CENTRUM;550;18 509 835;33 654;26 643;23 941;90;25
11022;11022A412;HEIKANT - MAATJES;193;7 947 536;41 179;32 970;30 999;94;20
11022;11022A423;ZILVERENHOEK;228;9 507 857;41 701;32 139;41 543;129;33
11022;11022A48-;MARIJNEVENNEN - MAATJES;59;2 058 327;34 887;28 170;22 130;79;22
11022;11022A49-;VENETIE;130;4 775 206;36 732;27 257;31 251;115;43
11022;11022A50-;KRUISSTRAAT;53;1 905 495;35 953;30 306;31 005;102;8
11022;11022A582;FOKSEMAAT;25;1 159 489;46 380;43 326;51 837;120;11
11022;11022A591;STOK 1300 M;6;.;.;.;.;.;.
11022;11022A682;HEIKEN-ZUID;67;2 669 908;39 849;30 206;41 688;138;37
11022;11022A692;GROENENDRIES;30;763 007;25 434;15 761;20 307;129;59
11022;11022ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;4;.;.;.;.;.;.
11023;11023A00-;KAPELLEN-CENTRUM;1 725;55 070 371;31 925;25 500;20 491;80;26
11023;11023A01-;BEUKENHOF;823;37 591 552;45 676;33 762;38 610;114;39
11023;11023A02-;ESSENHOUT - ZILVEREN HOEK;1 152;44 362 870;38 509;29 021;27 365;94;31
11023;11023A03-;HOEVENSE BAAN;1 425;54 317 139;38 117;30 628;27 288;89;25
11023;11023A04-;BEAULIEU;499;20 092 333;40 265;31 200;32 009;103;25
11023;11023A050;STARRENHOF;507;23 764 052;46 872;36 223;40 932;113;29
11023;11023A062;DENNENBURG;608;34 898 259;57 398;36 766;44 092;120;35
11023;11023A08-;KAPELLEN VERSPR. BEW.-WEST;127;5 493 219;43 254;32 960;35 071;106;17
11023;11023A091;MIDDELBEEK;16;.;.;.;.;.;.
11023;11023A10-;PUTTE-CENTRUM;1 045;38 571 417;36 910;28 941;29 876;103;31
11023;11023A11-;ERTBRAND;220;8 493 186;38 605;32 292;32 967;102;27
11023;11023A122;PUTTE-OOST;500;28 365 740;56 731;40 293;40 781;101;36
11023;11023A133;RIJMAKERSBOS;185;10 963 330;59 261;40 996;48 858;119;21
11023;11023A191;ERTBRAND - FORT;111;4 830 231;43 516;29 749;40 592;136;53
11023;11023A200;KAPELLENBOS-CENTRUM;967;65 913 532;68 163;40 252;56 528;140;33
11023;11023A212;GOLF;264;15 904 422;60 244;34 649;65 193;188;44
11023;11023A280;WOLVEBOS;170;8 355 161;49 148;41 351;42 050;102;23
11023;11023A291;SCHIETVELD;94;.;.;33 420;50 557;151;23
11023;11023B30-;ZILVERENHOEK;691;27 923 628;40 410;29 693;30 043;101;37
11023;11023B31-;HAZELDONK;665;34 912 196;52 500;28 223;34 649;123;37
11023;11023B32-;DE STERRE;864;50 304 727;58 223;37 112;45 865;124;33
11023;11023B330;KLEIN HEIKEN;1 115;45 859 584;41 130;32 327;32 282;100;24
11023;11023B391;VLOEIENDE;80;3 697 168;46 215;39 352;45 186;115;19
11023;11023B40-;HOOGBOOM;1 032;50 268 421;48 710;32 932;44 517;135;37
11023;11023B49-;VERLOREN HOEK - BUNGE;294;13 884 978;47 228;30 333;41 256;136;47
11023;11023ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;16;.;.;.;.;.;.
11024;11024A00-;KONTICH-CENTRUM;1 882;65 392 603;34 746;25 706;22 669;88;26
11024;11024A01-;BROEKBEEMDEN - NACHTEGAAL;1 278;56 258 286;44 021;32 633;34 128;105;28
11024;11024A02-;LIJSTERBOL - KRUISSCHANSLEI;1 316;59 136 339;44 936;32 575;36 485;112;33
11024;11024A03-;TUINWIJK - GROENINGENLEI;386;15 301 498;39 641;29 112;30 074;103;30
11024;11024A04-;ALTENA;907;41 213 026;45 439;33 963;38 304;113;34
11024;11024A05-;BLAUWE STEEN;143;5 812 758;40 649;30 286;39 275;130;33
11024;11024A072;INDUSTRIETERREIN;19;.;.;.;.;.;.
11024;11024A09-;KONTICH - VERSPR. BEW.-NOORD;45;2 608 752;57 972;42 307;61 594;146;35
11024;11024A10-;BOONWIT;389;16 153 897;41 527;32 530;30 039;92;20
11024;11024A111;SINT-RITA;105;4 388 157;41 792;33 821;34 269;101;20
11024;11024A132;PIERSSTRAAT;173;7 412 926;42 849;34 066;38 193;112;25
11024;11024A142;HOGE AARD;2;.;.;.;.;.;.
11024;11024A191;KEIZERSHOEK-RIJKEROOI-VALVEKEN;181;8 049 021;44 470;32 047;33 657;105;25
11024;11024A1MA;INDUSTRIEZONE - SATENROZEN;41;1 831 413;44 669;32 847;40 805;124;49
11024;11024A1PA;VUILE PLAS - PANNEBOSSEN;188;10 657 482;56 689;37 291;58 344;156;38
11024;11024A200;KONTICH - KAZERNEN;1 008;47 175 834;46 801;33 544;43 760;130;36
11024;11024A210;NIEUW KONTICH;747;30 659 460;41 043;30 603;30 497;100;24
11024;11024A220;SCHEIHAGEN;847;42 614 768;50 313;36 786;42 694;116;33
11024;11024A280;BOUTERSEM - BROEKBOS;88;4 154 005;47 205;34 021;54 277;160;42
11024;11024A291;BABBELKROON - DUFFELSE HOEK;115;6 906 767;60 059;49 336;71 361;145;9
11024;11024A30-;VERBRANDE HOEVE;166;8 486 773;51 125;36 300;57 799;159;42
11024;11024A412;REEP;334;20 179 276;60 417;41 444;44 719;108;22
11024;11024A423;WILDVELD;395;20 193 033;51 122;37 678;44 942;119;39
11024;11024A434;TANGHOF;64;6 484 871;101 326;47 207;62 013;131;10
11024;11024B00-;WAARLOOS-KERN;516;19 454 170;37 702;28 942;29 591;102;31
11024;11024B012;KERKEVELDEN;239;9 922 215;41 516;33 145;34 416;104;20
11024;11024B08-;TERBEECK;72;2 841 780;39 469;30 787;37 043;120;36
11024;11024B091;BEEKBOSHOEK;136;6 629 843;48 749;36 961;42 105;114;28
11024;11024B190;DE KEIZERENBERG;78;3 497 516;44 840;33 558;45 329;135;41
11024;11024ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;6;.;.;.;.;.;.
11025;11025A000;LINT-CENTRUM;1 277;49 089 231;38 441;28 319;29 054;103;31
11025;11025A01-;NIEUW KWARTIER;1 093;42 291 023;38 693;28 857;30 004;104;32
11025;11025A02-;LINTZ-VELD;1 158;55 677 844;48 081;37 021;41 173;111;31
11025;11025A042;MOEDERHOEVE;559;32 963 752;58 969;39 976;48 738;122;29
11025;11025A053;SCHUURVELD;329;16 895 711;51 355;39 250;46 482;118;28
11025;11025A08-;BEEKHOEK;81;.;.;36 167;46 017;127;44
11025;11025A091;ROETAARDSHOEK;96;4 550 778;47 404;39 663;40 429;102;25
11025;11025A184;LOUWERIJK;99;4 645 239;46 922;33 185;42 492;128;34
11025;11025A19-;LUITERSHEIDE;21;.;.;51 931;35 603;69;-38
11025;11025ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;5;.;.;.;.;.;.
11029;11029A00-;OUDE-GOD;2 872;98 176 515;34 184;26 187;23 721;91;28
11029;11029A01-;TOMMELT;895;39 347 816;43 964;32 808;34 960;107;24
11029;11029A02-;HOF VAN RIETH;1 115;48 506 903;43 504;32 334;34 818;108;39
11029;11029A041;FORTSTRAAT;163;6 180 542;37 917;26 689;37 742;141;44
11029;11029A07-;VREDEBAAN;94;3 060 902;32 563;25 037;24 260;97;25
11029;11029A10-;MORTSEL - DORP;1 362;52 100 611;38 253;26 392;25 482;97;35
11029;11029A11-;SINT-JOZEF;1 857;73 818 897;39 752;29 344;32 225;110;33
11029;11029A12-;DRABSTRAAT;799;34 796 052;43 550;32 101;38 409;120;34
11029;11029A13-;SAVELKOUL;1 167;45 061 500;38 613;29 902;28 756;96;21
11029;11029A14-;CANTECROY;566;21 228 670;37 506;29 871;24 032;80;17
11029;11029A172;HEIRBAAN;105;3 531 517;33 633;27 024;26 371;98;22
11029;11029A191;GASTHUISHOEVEN;36;.;.;14 051;10 838;77;-13
11029;11029A201;LUITHAGEN;1 723;62 829 829;36 465;27 597;27 914;101;29
11029;11029A211;DIESEGHEM;648;33 479 071;51 665;35 067;48 481;138;41
11029;11029A22-;OOSTERVELD;153;6 354 712;41 534;29 219;37 287;128;35
11029;11029A232;AGFA-GEVAERT;72;3 357 012;46 625;32 907;53 271;162;35
11029;11029A242;TEN DORPE;694;31 224 037;44 991;32 299;35 655;110;32
11029;11029A27-;VARENTHOF;158;5 596 245;35 419;28 684;25 321;88;29
11029;11029A282;VLIEGVELD;52;782 960;15 057;16 193;3 725;23;-91
11029;11029A301;ZILVERBEEK;374;15 693 726;41 962;34 006;38 039;112;31
11029;11029A372;SINT-AMEDEUS;13;.;.;.;.;.;.
11029;11029ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;8;.;.;.;.;.;.
11030;11030A00-;NIEL-CENTRUM;2 003;67 036 224;33 468;27 710;24 238;87;25
11030;11030A01-;NIEL - DORP-OOST;815;27 048 636;33 189;26 442;24 033;91;30
11030;11030A02-;NIEL - DORP-WEST;715;25 413 210;35 543;29 998;27 327;91;22
11030;11030A03-;NIELSE MATEN;780;30 301 697;38 848;32 551;32 284;99;27
